ticker,entry_date,exit_date,ret_pct,r,score,rs,gate_ok
ABB,2007-06-21,2007-06-28,11.32,1.95,83.8,90.4,True
ABB,2007-06-22,2007-06-29,11.94,1.95,86.0,90.4,True
ABB,2007-07-24,2007-08-17,-10.54,-1.03,80.9,87.5,True
ABB,2007-08-01,2007-08-17,-9.24,-1.03,82.5,89.0,True
ABB,2007-08-08,2007-08-17,-9.34,-1.03,79.0,91.8,True
ABB,2007-08-09,2007-08-17,-9.49,-1.03,81.9,91.8,True
ABB,2007-08-28,2007-09-24,18.17,1.52,69.4,87.7,True
ABB,2007-08-29,2007-09-21,20.51,1.97,69.2,87.7,True
ABB,2007-08-31,2007-09-27,16.37,1.32,71.1,87.7,True
ABB,2007-09-03,2007-09-28,16.16,1.62,70.0,87.7,True
ABB,2007-09-04,2007-10-01,8.81,0.8,70.8,85.1,True
ABB,2007-09-05,2007-10-03,10.77,0.96,70.1,87.8,True
ABB,2007-10-24,2007-11-20,11.5,0.88,72.7,86.6,True
ABB,2007-11-14,2007-11-22,-10.16,-1.03,73.4,84.9,True
ABB,2007-11-15,2007-11-22,-11.49,-1.03,73.2,84.9,True
ABB,2007-12-04,2007-12-20,-10.25,-1.03,77.8,84.0,True
ABB,2009-08-26,2009-09-23,9.37,0.76,45.0,11.8,True
ABB,2009-08-28,2009-09-25,5.4,0.55,44.3,11.8,True
ABB,2009-09-15,2009-10-16,7.46,1.01,51.9,10.8,True
ABB,2009-09-16,2009-10-20,5.89,0.84,52.1,8.6,True
ABB,2009-09-17,2009-10-21,0.93,0.09,52.4,7.5,True
ABB,2009-10-09,2009-10-27,-7.46,-1.04,58.3,7.5,True
ABB,2009-10-15,2009-10-27,-7.55,-1.04,52.3,6.4,True
ABB,2009-10-16,2009-10-27,-7.27,-1.04,54.1,7.5,True
ABB,2010-02-01,2010-03-02,-1.04,-0.13,53.4,34.1,True
ABB,2010-03-08,2010-04-06,2.69,0.37,55.1,35.1,True
ABB,2010-03-09,2010-04-07,-1.47,-0.15,53.7,37.3,True
ABB,2010-04-06,2010-04-27,-5.7,-1.06,60.8,40.5,True
ABB,2010-04-12,2010-04-28,-5.87,-1.05,59.4,41.5,True
ABB,2010-04-21,2010-04-26,-5.6,-1.06,55.9,39.4,True
ABB,2010-05-18,2010-06-14,3.54,0.17,45.6,46.3,True
ABB,2010-07-14,2010-07-19,-3.59,-1.09,51.2,12.6,True
ABB,2010-10-15,2010-10-29,-9.86,-1.03,42.7,17.5,True
ABB,2011-05-18,2011-06-14,-1.4,-0.2,50.3,37.0,False
ABB,2011-06-01,2011-06-20,-6.35,-1.05,48.3,27.0,False
ABB,2011-06-27,2011-07-22,7.63,1.35,53.8,29.7,False
ABB,2011-06-29,2011-07-26,4.74,0.82,53.8,35.6,False
ABB,2011-07-25,2011-08-05,-6.18,-1.05,52.6,42.6,False
ABB,2012-07-31,2012-08-29,-6.59,-0.86,59.0,49.5,True
ABB,2012-09-18,2012-10-17,2.13,0.32,41.1,26.0,True
ABB,2012-09-24,2012-10-22,2.77,0.42,41.2,21.1,True
ABB,2012-09-25,2012-10-23,-4.46,-0.55,40.6,28.8,True
ABB,2012-10-12,2012-10-29,-6.04,-1.05,54.9,45.2,True
ABB,2012-10-15,2012-10-29,-6.02,-1.05,49.9,49.0,True
ABB,2014-02-19,2014-03-20,17.3,1.12,52.1,59.0,True
ABB,2014-02-20,2014-03-21,16.64,1.03,53.2,61.9,True
ABB,2014-04-10,2014-05-13,4.77,0.65,79.3,89.5,True
ABB,2014-04-21,2014-05-20,8.87,1.22,83.0,89.5,True
ABB,2014-05-02,2014-05-21,13.08,1.96,90.1,88.5,True
ABB,2014-05-12,2014-05-21,12.87,1.95,84.5,86.6,True
ABB,2014-05-13,2014-06-09,15.8,1.67,81.5,88.5,True
ABB,2014-07-17,2014-08-14,-9.19,-1.03,76.5,80.9,True
ABB,2014-09-02,2014-09-29,6.24,0.53,77.1,84.7,True
ABB,2014-10-27,2014-11-25,0.04,0.0,68.3,82.8,True
ABB,2014-10-28,2014-11-26,-5.31,-0.37,73.2,82.8,True
ABB,2014-11-12,2014-12-04,19.17,1.97,62.3,68.5,True
ABB,2014-11-17,2014-12-04,18.2,1.97,65.7,68.5,True
ABB,2014-12-03,2014-12-04,14.0,1.96,65.6,68.5,True
ABB,2014-12-04,2014-12-04,17.14,1.97,71.3,72.3,True
ABB,2014-12-05,2015-01-02,-0.55,-0.03,68.8,82.8,True
ABB,2014-12-26,2015-01-22,5.5,0.58,61.2,64.7,True
ABB,2014-12-30,2015-01-27,5.44,0.57,61.0,68.5,True
ABB,2014-12-31,2015-01-28,1.55,0.11,69.1,78.1,True
ABB,2015-02-09,2015-02-16,12.59,1.95,73.6,77.1,True
ABB,2015-02-11,2015-03-11,-3.35,-0.33,75.5,83.8,True
ABB,2015-02-16,2015-03-16,-4.43,-0.42,71.2,83.8,True
ABB,2015-02-18,2015-03-17,-11.02,-0.75,73.9,86.6,True
ABB,2015-04-07,2015-05-06,-0.15,-0.01,62.0,65.7,True
ABB,2015-04-09,2015-05-08,-0.92,-0.07,61.2,67.6,True
ABB,2015-04-22,2015-05-20,-1.9,-0.23,59.2,67.6,True
ABB,2015-05-05,2015-06-01,-3.11,-0.4,64.6,69.5,True
ABB,2015-05-06,2015-06-02,-1.09,-0.14,70.3,73.3,True
ABB,2015-05-25,2015-06-03,-7.33,-1.04,66.0,67.6,True
ABB,2015-07-03,2015-07-30,0.36,0.05,60.5,60.0,True
ABB,2015-07-06,2015-07-31,-0.8,-0.11,60.1,60.9,True
ABB,2016-07-11,2016-08-03,-6.31,-1.05,54.0,35.2,True
ABB,2016-07-12,2016-08-03,-6.8,-1.05,52.7,35.2,True
ABB,2017-05-10,2017-06-06,-11.18,-1.03,61.9,42.0,True
ABB,2017-05-11,2017-06-06,-14.07,-1.02,62.2,47.6,True
ABB,2017-06-16,2017-07-14,-1.7,-0.23,62.6,48.6,True
ABB,2017-09-15,2017-10-13,-4.94,-0.67,59.2,56.4,True
ABB,2017-10-26,2017-11-08,-5.96,-1.05,57.5,47.2,True
ABB,2017-10-27,2017-11-08,-5.96,-1.05,59.1,54.6,True
ABB,2017-11-23,2017-12-20,-1.93,-0.34,56.0,52.2,True
ABB,2018-01-15,2018-01-25,13.04,1.96,53.4,51.8,True
ABB,2018-01-18,2018-02-16,0.21,0.02,46.7,52.7,True
ABB,2019-05-27,2019-06-24,5.26,0.73,64.1,79.0,True
ABB,2019-05-28,2019-06-25,-3.52,-0.25,66.2,82.4,True
ABB,2019-06-20,2019-07-17,-2.68,-0.39,69.7,79.0,True
ABB,2019-06-21,2019-07-08,-7.06,-1.04,69.1,79.9,True
ABB,2019-06-27,2019-07-08,-6.63,-1.05,75.0,84.0,True
ABB,2019-09-23,2019-10-23,8.15,1.01,56.7,65.5,True
ABB,2019-09-24,2019-10-24,-2.27,-0.13,54.7,67.9,True
ABB,2019-11-14,2019-12-11,-3.28,-0.45,67.0,67.9,True
ABB,2019-12-13,2019-12-20,-5.66,-1.06,53.8,57.3,True
ABB,2019-12-20,2019-12-23,-5.71,-1.06,54.4,52.4,True
ABB,2020-01-06,2020-01-31,1.75,0.29,52.8,60.5,True
ABB,2020-01-10,2020-02-05,-1.75,-0.27,55.1,61.4,True
ABB,2020-01-13,2020-02-06,-3.18,-0.38,58.5,63.8,True
ABB,2020-01-24,2020-02-13,-6.78,-1.05,50.9,53.2,True
ABB,2020-01-27,2020-02-17,-7.12,-1.04,60.8,58.9,True
ABB,2020-02-06,2020-02-13,-6.86,-1.05,55.7,61.4,True
ABB,2020-02-11,2020-02-12,-6.9,-1.05,59.7,58.1,True
ABB,2021-02-25,2021-03-19,-11.07,-1.03,62.9,51.1,True
ABB,2021-05-19,2021-05-31,12.94,1.95,63.3,44.3,True
ABB,2021-07-14,2021-07-27,-7.74,-1.04,78.4,68.4,True
ABB,2021-07-15,2021-07-27,-7.87,-1.04,76.3,69.2,True
ABB,2021-08-16,2021-09-14,6.88,0.77,69.9,69.2,True
ABB,2021-08-26,2021-09-23,8.1,1.0,64.8,67.6,True
ABB,2021-08-30,2021-09-27,0.39,0.03,67.9,72.7,True
ABB,2021-08-31,2021-09-28,-3.16,-0.22,66.8,75.0,True
ABB,2021-10-01,2021-10-29,13.22,1.96,71.8,71.1,True
ABB,2021-10-22,2021-10-29,11.78,1.95,72.1,70.5,True
ABB,2021-10-25,2021-11-01,11.96,1.95,75.7,74.4,True
ABB,2021-10-28,2021-10-29,13.96,1.96,73.6,70.5,True
ABB,2021-10-29,2021-11-29,-2.45,-0.25,70.9,75.2,True
ABB,2021-11-01,2021-11-30,-0.25,-0.02,69.1,80.0,True
ABB,2021-12-10,2022-01-06,-4.0,-0.32,69.0,77.6,True
ABB,2021-12-23,2022-01-19,3.72,0.37,72.7,85.5,True
ABB,2022-01-11,2022-02-08,-0.8,-0.1,75.7,81.6,True
ABB,2022-01-12,2022-01-27,-7.89,-1.04,73.2,81.6,True
ABB,2022-01-17,2022-01-27,-7.41,-1.04,74.0,82.4,True
ABB,2022-01-25,2022-01-27,-7.66,-1.04,75.1,84.0,True
ABB,2022-02-07,2022-02-14,-9.85,-1.03,66.5,73.9,True
ABB,2022-04-06,2022-05-04,-9.61,-1.03,59.8,70.7,True
ABB,2022-05-06,2022-06-02,12.18,1.28,68.6,83.4,False
ABB,2022-05-10,2022-06-06,0.6,0.04,68.2,88.9,False
ABB,2022-05-16,2022-06-10,0.22,0.02,61.2,89.6,False
ABB,2022-05-30,2022-06-24,-0.91,-0.11,63.3,87.3,False
ABB,2022-05-31,2022-06-17,-10.41,-1.03,64.7,88.9,False
ABB,2022-06-01,2022-06-17,-11.75,-1.03,65.1,89.6,False
ABB,2022-06-30,2022-07-21,16.23,1.96,67.2,80.3,False
ABB,2022-07-05,2022-07-21,15.25,1.96,66.1,85.0,False
ABB,2022-07-07,2022-08-03,8.36,0.7,67.5,87.3,False
ABB,2022-07-08,2022-08-04,4.33,0.34,66.9,87.3,False
ABB,2022-10-07,2022-10-28,-8.37,-1.04,84.0,90.5,True
ABB,2022-10-10,2022-10-28,-10.25,-1.03,82.6,90.5,True
ABB,2022-11-04,2022-12-02,-7.71,-0.79,80.8,90.5,True
ABB,2023-02-07,2023-03-06,12.92,1.74,66.0,84.6,True
ABB,2023-02-08,2023-03-08,9.15,0.92,67.9,86.2,True
ABB,2023-02-09,2023-03-09,9.78,0.85,67.1,86.2,True
ABB,2023-02-10,2023-03-10,7.51,0.62,63.6,86.9,True
ABB,2023-02-13,2023-03-13,5.9,0.43,64.0,87.7,True
ABB,2023-03-01,2023-03-29,3.04,0.47,74.5,91.4,False
ABB,2023-03-02,2023-03-31,1.9,0.22,69.5,89.2,True
ABB,2023-03-03,2023-04-03,1.26,0.14,68.3,90.7,False
ABB,2023-03-22,2023-04-12,-6.07,-1.05,73.1,91.4,False
ABB,2023-03-31,2023-04-12,-5.94,-1.05,83.1,94.5,False
ABB,2023-04-10,2023-04-12,-5.71,-1.06,83.3,94.5,True
ABB,2023-04-26,2023-05-08,13.12,1.96,78.7,92.2,True
ABB,2023-04-27,2023-05-25,13.8,1.65,72.9,93.7,True
ABB,2023-04-28,2023-05-26,16.58,1.96,71.9,93.0,True
ABB,2023-05-03,2023-05-12,14.35,1.96,71.0,92.2,True
ABB,2023-07-19,2023-07-20,-5.26,-1.06,88.3,85.5,True
ABB,2023-07-27,2023-08-24,-1.84,-0.28,84.7,85.5,True
ABB,2023-07-31,2023-08-25,-6.63,-1.05,84.3,84.0,True
ABB,2023-08-01,2023-08-25,-7.66,-1.04,81.8,85.5,True
ABB,2023-08-07,2023-09-04,-3.89,-0.64,81.6,82.5,True
ABB,2023-08-08,2023-08-14,-6.29,-1.05,80.7,83.2,True
ABB,2023-09-06,2023-09-22,-5.88,-1.05,77.0,67.5,True
ABB,2023-09-07,2023-09-22,-6.66,-1.05,76.9,63.0,True
ABB,2023-09-12,2023-09-13,-7.9,-1.04,74.9,66.0,True
ABB,2023-11-09,2023-12-05,10.97,1.95,60.2,64.5,True
ABB,2023-11-10,2023-12-06,12.42,1.95,64.4,63.8,True
ABB,2023-12-01,2023-12-29,4.64,0.74,66.2,65.2,True
ABB,2023-12-05,2024-01-02,0.5,0.05,63.4,67.5,True
ABB,2023-12-06,2024-01-03,-3.2,-0.24,69.1,75.8,True
ABB,2023-12-26,2024-01-20,1.24,0.19,68.5,78.8,True
ABB,2023-12-27,2024-01-23,-1.32,-0.21,67.9,76.5,True
ABB,2024-01-04,2024-02-01,-6.09,-1.05,74.6,75.0,True
ABB,2024-01-10,2024-01-24,-6.11,-1.05,76.6,79.5,True
ABB,2024-01-17,2024-02-01,-5.95,-1.05,70.0,69.8,True
ABB,2024-01-20,2024-02-01,-6.01,-1.05,67.3,66.8,True
ABB,2024-02-22,2024-03-20,8.93,0.59,54.9,54.0,True
ABB,2024-02-23,2024-03-21,5.97,0.32,57.3,56.3,True
ABB,2024-03-22,2024-04-05,12.81,1.95,67.3,61.5,True
ABB,2024-03-26,2024-04-05,12.95,1.95,69.5,65.2,True
ABB,2024-03-28,2024-04-29,2.58,0.21,70.0,62.2,True
ABB,2024-04-23,2024-05-13,12.38,1.95,81.2,74.2,True
ABB,2024-05-02,2024-05-13,11.41,1.95,84.2,69.0,True
ABB,2024-05-03,2024-05-13,11.86,1.95,79.0,68.2,True
ABB,2024-05-07,2024-05-16,19.01,1.97,79.8,73.5,True
ABB,2024-06-14,2024-07-12,-1.55,-0.19,80.2,74.4,True
ABB,2024-06-18,2024-07-15,-10.57,-0.78,80.1,79.6,True
ABB,2024-06-28,2024-07-18,-8.61,-1.04,78.4,70.7,True
ABB,2024-09-24,2024-10-22,4.8,0.66,69.6,68.9,True
ABB,2024-09-25,2024-10-23,0.33,0.03,70.9,73.3,True
ABB,2024-09-26,2024-10-24,-5.64,-0.5,69.1,73.3,True
ABB,2024-10-09,2024-10-24,-7.03,-1.04,71.1,82.9,True
ABB,2024-10-10,2024-10-24,-10.8,-1.03,75.5,86.5,True
ABB,2026-03-06,2026-04-07,4.36,0.62,53.9,42.7,False
ABB,2026-03-09,2026-04-08,6.67,0.94,55.9,49.9,False
ABB,2026-03-11,2026-04-10,6.31,0.81,56.6,54.1,False
ABB,2026-03-12,2026-04-13,7.44,1.02,57.7,54.1,False
ABB,2026-03-13,2026-04-15,6.7,0.68,57.8,58.4,False
ABB,2026-04-07,2026-04-17,14.31,1.96,61.9,57.0,False
ABB,2026-04-08,2026-04-22,16.52,1.96,62.7,60.5,False
ABB,2026-04-09,2026-05-08,9.36,0.87,64.6,62.0,False
ABB,2026-04-10,2026-05-11,0.0,0.0,66.6,68.4,False
ABB,2026-04-13,2026-05-12,-5.73,-0.55,68.0,72.6,False
ABB,2026-05-29,2026-06-25,-3.6,-0.34,68.6,70.5,False
ABB,2026-06-01,2026-06-29,-3.79,-0.38,72.9,73.4,False
ABB,2026-06-16,2026-07-14,-2.84,-0.43,69.1,64.8,False
ABB,2026-06-17,2026-07-15,-1.45,-0.23,69.7,62.7,False
ABB,2026-06-18,2026-07-16,0.19,0.02,69.5,66.9,False
ABB,2026-06-19,2026-07-17,4.91,0.58,70.1,70.5,False
ABB,2026-06-30,2026-07-27,4.64,0.73,78.1,67.7,False
ABB,2026-07-07,2026-08-03,1.62,0.27,71.0,65.5,False
ABB,2026-07-16,2026-08-12,5.26,0.7,77.0,72.6,False
ABB,2026-07-17,2026-08-13,0.78,0.06,73.3,80.5,False
ABB,2026-08-04,2026-08-21,-1.97,-0.26,76.0,78.3,False
ABB,2026-08-05,2026-08-21,-3.84,-0.41,72.7,78.3,False
ABCAPITAL,2019-12-13,2020-01-10,5.28,0.4,41.4,40.1,True
ABCAPITAL,2019-12-31,2020-01-27,2.8,0.28,53.8,53.2,True
ABCAPITAL,2020-01-03,2020-01-30,-4.57,-0.49,55.5,54.8,True
ABCAPITAL,2020-01-10,2020-02-01,-9.78,-1.03,53.4,53.2,True
ABCAPITAL,2020-01-13,2020-02-01,-10.82,-1.03,55.7,55.6,True
ABCAPITAL,2021-01-04,2021-01-27,-10.27,-1.03,55.1,19.5,True
ABCAPITAL,2021-01-08,2021-01-25,-10.84,-1.03,55.7,18.7,True
ABCAPITAL,2021-01-18,2021-01-25,-9.35,-1.03,53.1,12.2,True
ABCAPITAL,2021-02-04,2021-02-23,25.69,1.98,48.8,14.6,True
ABCAPITAL,2021-02-05,2021-02-24,26.78,1.98,47.6,13.8,True
ABCAPITAL,2021-04-08,2021-04-12,-11.86,-1.03,77.5,82.1,True
ABCAPITAL,2021-05-11,2021-06-08,3.46,0.35,76.9,82.1,True
ABCAPITAL,2021-05-18,2021-06-14,-1.4,-0.14,75.9,85.3,True
ABCAPITAL,2021-06-08,2021-07-01,-8.02,-1.04,76.0,74.0,True
ABCAPITAL,2021-07-13,2021-08-10,-1.52,-0.19,74.5,68.4,True
ABCAPITAL,2021-07-14,2021-08-11,-9.32,-1.03,73.3,70.8,True
ABCAPITAL,2021-07-19,2021-08-05,-7.81,-1.04,71.3,72.4,True
ABCAPITAL,2021-08-09,2021-08-11,-9.22,-1.03,71.1,71.6,True
ABCAPITAL,2021-09-27,2021-10-20,-10.36,-1.03,53.4,50.3,True
ABCAPITAL,2021-12-06,2021-12-31,2.91,0.21,43.9,45.1,True
ABCAPITAL,2021-12-23,2022-01-19,7.56,0.78,43.9,42.8,True
ABCAPITAL,2021-12-24,2022-01-20,8.85,0.83,44.2,44.4,True
ABCAPITAL,2021-12-30,2022-01-25,-9.15,-1.03,55.7,61.0,True
ABCAPITAL,2022-01-03,2022-01-25,-9.98,-1.03,58.1,57.8,True
ABCAPITAL,2022-09-21,2022-09-26,-6.72,-1.05,52.2,44.9,True
ABCAPITAL,2022-10-06,2022-11-03,-0.13,-0.01,56.0,54.9,True
ABCAPITAL,2022-10-07,2022-11-04,3.41,0.44,55.2,55.7,True
ABCAPITAL,2023-01-03,2023-01-10,-8.82,-1.04,77.3,73.3,True
ABCAPITAL,2023-01-16,2023-01-27,-7.32,-1.04,73.4,65.7,True
ABCAPITAL,2023-01-19,2023-01-27,-6.88,-1.05,73.3,64.2,True
ABCAPITAL,2023-03-01,2023-03-29,0.83,0.12,80.5,84.6,False
ABCAPITAL,2023-03-02,2023-03-31,0.19,0.02,79.3,85.4,True
ABCAPITAL,2023-03-06,2023-04-05,-1.36,-0.13,78.6,86.9,True
ABCAPITAL,2023-03-08,2023-03-27,-10.19,-1.03,76.5,88.4,True
ABCAPITAL,2023-03-20,2023-03-27,-7.89,-1.04,78.8,86.9,False
ABCAPITAL,2023-03-23,2023-03-27,-9.3,-1.03,79.8,86.9,False
ABCAPITAL,2023-03-31,2023-05-03,9.32,0.93,77.2,87.7,False
ABCAPITAL,2023-04-06,2023-05-08,9.53,1.11,75.6,90.7,True
ABCAPITAL,2023-04-10,2023-05-09,9.87,1.14,75.3,91.4,True
ABCAPITAL,2023-05-24,2023-06-20,7.24,1.12,80.5,90.0,True
ABCAPITAL,2023-05-31,2023-06-27,11.82,1.95,84.1,93.0,True
ABCAPITAL,2023-06-05,2023-06-28,11.54,1.95,83.2,90.0,True
ABCAPITAL,2023-06-27,2023-07-25,2.26,0.23,82.5,94.5,True
ABCAPITAL,2023-06-28,2023-07-26,-2.16,-0.16,80.0,96.0,True
ABCAPITAL,2023-06-30,2023-07-27,-0.17,-0.01,80.9,97.5,True
ABCAPITAL,2023-07-03,2023-07-28,-3.12,-0.2,80.3,97.5,True
ABCAPITAL,2023-07-13,2023-08-09,-2.14,-0.33,82.4,93.8,True
ABCAPITAL,2023-07-25,2023-08-18,-6.14,-1.05,85.4,93.8,True
ABCAPITAL,2023-07-27,2023-08-14,-5.98,-1.05,84.7,94.5,True
ABCAPITAL,2023-07-31,2023-08-11,-5.7,-1.06,82.9,92.2,True
ABCAPITAL,2023-08-01,2023-08-02,-5.45,-1.06,80.8,91.5,True
ABCAPITAL,2023-09-05,2023-09-21,-7.71,-1.04,76.6,86.2,True
ABCAPITAL,2023-10-18,2023-10-23,-5.75,-1.06,68.4,81.8,True
ABCAPITAL,2023-11-16,2023-11-17,-6.37,-1.05,58.9,66.0,True
ABCAPITAL,2024-01-05,2024-01-24,-7.99,-1.04,33.5,23.2,True
ABCAPITAL,2024-01-08,2024-01-23,-7.51,-1.04,36.4,21.0,True
ABCAPITAL,2024-02-05,2024-03-01,0.25,0.02,46.7,32.2,True
ABCAPITAL,2024-02-08,2024-03-05,0.25,0.02,43.4,31.5,True
ABCAPITAL,2024-03-02,2024-03-06,-7.25,-1.04,43.3,27.0,True
ABCAPITAL,2024-03-05,2024-03-06,-7.08,-1.04,48.3,27.0,True
ABCAPITAL,2024-04-02,2024-04-24,17.0,1.97,36.3,12.8,True
ABCAPITAL,2024-04-03,2024-05-03,16.27,1.2,41.8,29.2,True
ABCAPITAL,2024-05-14,2024-06-04,-9.54,-1.03,49.6,27.0,True
ABCAPITAL,2024-05-18,2024-06-04,-8.49,-1.04,54.8,31.3,True
ABCAPITAL,2024-05-27,2024-06-04,-7.55,-1.04,60.5,31.3,True
ABCAPITAL,2024-06-04,2024-06-04,-7.52,-1.04,57.2,35.7,True
ABCAPITAL,2024-06-07,2024-07-05,2.22,0.13,50.2,30.5,True
ABCAPITAL,2024-06-21,2024-07-15,-9.06,-1.03,56.9,35.0,True
ABCAPITAL,2024-09-13,2024-10-11,1.05,0.17,45.4,12.5,True
ABCAPITAL,2024-09-16,2024-10-14,-3.12,-0.44,46.7,16.1,True
ABCAPITAL,2025-08-05,2025-09-03,-1.79,-0.13,82.3,82.3,True
ABCAPITAL,2025-08-06,2025-09-04,-0.46,-0.03,81.9,84.4,True
ABCAPITAL,2025-09-09,2025-10-07,5.18,0.82,85.1,87.4,True
ABCAPITAL,2025-09-30,2025-10-29,7.45,1.2,89.2,87.4,True
ABCAPITAL,2025-10-01,2025-10-30,11.86,1.95,85.8,88.1,True
ABCAPITAL,2025-10-03,2025-10-31,8.47,1.02,85.4,88.8,True
ABCAPITAL,2025-10-06,2025-11-03,6.47,0.67,84.8,89.5,True
ABCAPITAL,2025-10-16,2025-11-07,11.38,1.95,84.1,90.3,True
ABCAPITAL,2025-11-25,2025-12-22,4.52,0.85,89.6,96.1,True
ABCAPITAL,2025-11-26,2025-12-23,0.0,0.0,89.7,96.8,True
ABCAPITAL,2025-11-27,2025-12-24,-1.16,-0.14,82.3,96.1,True
ABCAPITAL,2025-11-28,2025-12-26,-1.66,-0.18,80.4,96.1,True
ABCAPITAL,2025-12-01,2025-12-29,-2.62,-0.26,82.8,96.1,True
ABCAPITAL,2026-01-01,2026-01-29,-5.3,-1.06,93.4,97.6,True
ABCAPITAL,2026-01-02,2026-01-29,-6.09,-1.05,87.6,98.3,True
ABCAPITAL,2026-01-19,2026-01-29,-5.8,-1.05,88.8,99.0,True
ABCAPITAL,2026-02-10,2026-03-04,-8.15,-1.04,77.5,96.9,True
ABCAPITAL,2026-02-26,2026-03-04,-7.12,-1.04,82.5,96.9,True
ABCAPITAL,2026-04-09,2026-05-08,8.9,0.56,65.0,97.6,False
ABCAPITAL,2026-05-15,2026-06-12,-1.72,-0.23,71.3,92.6,False
ABCAPITAL,2026-05-18,2026-06-15,2.81,0.36,70.6,94.0,False
ABCAPITAL,2026-05-26,2026-06-11,-7.39,-1.04,68.3,92.6,False
ABCAPITAL,2026-06-08,2026-07-03,13.7,1.96,72.3,91.9,False
ABCAPITAL,2026-06-15,2026-07-13,11.22,1.3,69.6,91.9,False
ABCAPITAL,2026-06-16,2026-07-14,9.48,0.96,69.7,93.3,False
ABCAPITAL,2026-07-22,2026-07-24,-6.13,-1.05,75.4,88.3,False
ABCAPITAL,2026-07-28,2026-08-21,2.08,0.35,76.3,89.0,False
ABCAPITAL,2026-08-03,2026-08-21,-0.3,-0.05,82.2,88.3,False
ABCAPITAL,2026-08-04,2026-08-21,-3.68,-0.4,77.6,89.7,False
ABCAPITAL,2026-08-13,2026-08-21,0.01,0.0,73.3,84.0,False
ABCAPITAL,2026-08-21,2026-08-21,-0.3,-0.05,79.4,88.3,False
ADANIENSOL,2016-08-25,2016-09-23,2.22,0.25,51.5,38.7,True
ADANIENSOL,2016-08-26,2016-09-26,-1.3,-0.15,53.6,39.6,True
ADANIENSOL,2016-09-09,2016-09-29,-7.59,-1.04,58.2,57.5,True
ADANIENSOL,2016-09-12,2016-09-29,-7.76,-1.04,67.1,68.8,True
ADANIENSOL,2016-09-19,2016-09-29,-7.87,-1.04,72.1,79.2,True
ADANIENSOL,2016-10-05,2016-11-04,10.99,0.86,72.2,83.0,True
ADANIENSOL,2016-10-06,2016-11-07,5.35,0.31,68.7,83.0,True
ADANIENSOL,2016-11-11,2016-11-24,28.91,1.98,63.7,71.7,True
ADANIENSOL,2016-11-21,2016-11-23,17.52,1.97,69.2,81.1,False
ADANIENSOL,2016-11-22,2016-11-23,17.54,1.97,73.7,84.9,False
ADANIENSOL,2016-11-24,2016-12-21,-2.33,-0.09,73.1,91.5,False
ADANIENSOL,2016-11-25,2016-12-22,-4.73,-0.19,71.7,92.5,False
ADANIENSOL,2016-11-28,2016-12-23,-15.61,-0.5,73.4,95.3,False
ADANIENSOL,2017-01-02,2017-01-30,16.63,1.46,76.0,92.5,False
ADANIENSOL,2017-01-05,2017-02-02,11.21,1.17,76.7,90.6,False
ADANIENSOL,2017-03-16,2017-04-07,17.4,1.97,82.8,93.4,True
ADANIENSOL,2017-03-27,2017-04-06,16.04,1.96,80.7,92.5,True
ADANIENSOL,2017-03-30,2017-04-06,14.97,1.96,82.5,89.7,True
ADANIENSOL,2017-03-31,2017-04-06,14.53,1.96,80.9,90.6,True
ADANIENSOL,2017-04-05,2017-04-07,20.67,1.97,81.1,92.5,True
ADANIENSOL,2017-04-06,2017-04-10,23.49,1.97,78.2,93.4,True
ADANIENSOL,2017-05-12,2017-05-26,32.68,1.98,78.1,98.1,True
ADANIENSOL,2017-05-15,2017-06-02,43.84,1.99,75.4,98.1,True
ADANIENSOL,2017-05-16,2017-06-12,19.65,0.73,72.2,98.1,True
ADANIENSOL,2017-05-17,2017-06-13,11.78,0.42,74.2,98.1,True
ADANIENSOL,2017-05-18,2017-06-14,13.98,0.54,75.8,98.1,True
ADANIENSOL,2017-06-16,2017-07-14,8.07,0.63,82.5,99.0,True
ADANIENSOL,2017-06-19,2017-07-17,6.48,0.51,86.2,99.0,True
ADANIENSOL,2017-06-22,2017-07-20,4.53,0.39,81.0,99.0,True
ADANIENSOL,2017-06-28,2017-07-25,5.35,0.5,82.1,99.0,True
ADANIENSOL,2017-07-04,2017-07-31,0.21,0.02,80.9,99.0,True
ADANIENSOL,2017-07-05,2017-08-01,-2.02,-0.21,80.3,99.0,True
ADANIENSOL,2017-07-24,2017-08-10,-11.9,-1.03,91.4,99.0,True
ADANIENSOL,2017-07-25,2017-08-10,-11.28,-1.03,90.5,99.0,True
ADANIENSOL,2017-08-03,2017-08-10,-9.19,-1.03,90.8,99.0,True
ADANIENSOL,2017-08-08,2017-08-10,-9.36,-1.03,90.7,99.0,True
ADANIENSOL,2017-08-31,2017-09-27,7.13,0.43,79.0,99.0,True
ADANIENSOL,2017-09-01,2017-09-28,6.68,0.38,78.2,99.0,True
ADANIENSOL,2017-09-28,2017-10-06,24.59,1.98,74.2,99.0,True
ADANIENSOL,2017-09-29,2017-10-11,34.04,1.98,75.6,99.0,True
ADANIENSOL,2017-10-03,2017-10-13,41.36,1.99,73.7,99.0,True
ADANIENSOL,2017-10-04,2017-10-13,38.75,1.98,72.5,99.0,True
ADANIENSOL,2017-10-05,2017-10-17,41.33,1.99,72.2,99.0,True
ADANIENSOL,2017-12-22,2018-01-19,-1.57,-0.08,75.6,99.0,True
