ticker,entry_date,exit_date,ret_pct,r,score,rs,gate_ok
BAJAJHLDNG,2014-10-21,2014-11-20,14.3,1.96,70.2,64.7,True
BAJAJHLDNG,2014-11-13,2014-11-20,10.47,1.94,75.0,57.1,True
BAJAJHLDNG,2014-11-17,2014-11-20,9.51,1.94,76.9,60.9,True
BAJAJHLDNG,2014-11-18,2014-11-20,9.56,1.94,75.9,61.9,True
BAJAJHLDNG,2014-12-01,2014-12-17,-7.82,-1.04,59.4,53.3,True
BAJAJHLDNG,2014-12-15,2014-12-17,-6.45,-1.05,65.5,59.0,True
BAJAJHLDNG,2015-01-05,2015-02-02,-2.43,-0.33,54.9,52.4,True
BAJAJHLDNG,2015-01-06,2015-02-03,-2.65,-0.36,54.0,54.3,True
BAJAJHLDNG,2015-02-24,2015-03-20,-8.02,-1.04,54.8,37.1,True
BAJAJHLDNG,2015-06-24,2015-07-21,-1.15,-0.15,49.0,47.6,True
BAJAJHLDNG,2015-06-25,2015-07-22,-3.41,-0.36,48.8,51.4,False
BAJAJHLDNG,2015-07-31,2015-08-19,12.18,1.95,57.1,49.5,False
BAJAJHLDNG,2015-08-05,2015-09-01,6.58,1.07,56.5,48.5,True
BAJAJHLDNG,2015-08-31,2015-09-08,-6.86,-1.05,70.5,60.0,False
BAJAJHLDNG,2015-09-14,2015-10-14,-4.05,-0.36,63.0,72.3,False
BAJAJHLDNG,2015-09-21,2015-10-20,-1.68,-0.22,69.8,68.5,False
BAJAJHLDNG,2015-09-24,2015-10-26,2.03,0.26,60.4,67.6,False
BAJAJHLDNG,2015-10-05,2015-11-02,2.39,0.37,62.8,65.7,False
BAJAJHLDNG,2015-10-21,2015-11-19,2.95,0.57,66.3,59.0,False
BAJAJHLDNG,2015-10-23,2015-11-20,1.82,0.36,67.2,59.0,False
BAJAJHLDNG,2015-11-26,2015-12-14,-4.31,-1.07,80.6,70.4,False
BAJAJHLDNG,2015-11-30,2015-12-14,-4.69,-1.07,73.0,71.4,False
BAJAJHLDNG,2015-12-21,2016-01-18,-6.36,-1.05,70.6,77.1,False
BAJAJHLDNG,2016-01-04,2016-01-18,-6.49,-1.05,72.0,76.2,False
BAJAJHLDNG,2016-07-19,2016-07-27,12.8,1.95,58.6,59.0,True
BAJAJHLDNG,2016-07-21,2016-07-27,12.24,1.95,63.0,70.4,True
BAJAJHLDNG,2016-07-22,2016-08-19,5.19,0.75,65.7,73.3,True
BAJAJHLDNG,2016-07-25,2016-08-22,-0.79,-0.07,65.8,81.9,True
BAJAJHLDNG,2016-09-01,2016-09-30,5.14,1.01,66.8,55.6,True
BAJAJHLDNG,2016-09-06,2016-09-16,-6.85,-1.05,66.0,48.1,True
BAJAJHLDNG,2016-09-09,2016-09-16,-6.1,-1.05,61.3,47.1,True
BAJAJHLDNG,2016-09-16,2016-10-05,11.25,1.95,59.4,48.1,True
BAJAJHLDNG,2016-09-26,2016-10-05,11.87,1.95,65.0,42.4,True
BAJAJHLDNG,2016-09-28,2016-10-05,11.96,1.95,68.0,51.9,True
BAJAJHLDNG,2016-10-04,2016-10-05,13.43,1.96,64.7,58.5,True
BAJAJHLDNG,2016-10-05,2016-11-04,8.96,0.96,62.3,60.3,True
BAJAJHLDNG,2016-10-06,2016-11-07,1.89,0.12,66.0,68.8,True
BAJAJHLDNG,2016-11-25,2016-12-22,-14.43,-1.02,72.7,78.5,False
BAJAJHLDNG,2016-11-30,2016-12-20,-11.14,-1.03,64.2,78.5,False
BAJAJHLDNG,2016-12-01,2016-12-15,-9.4,-1.03,64.1,79.4,True
BAJAJHLDNG,2017-02-27,2017-03-27,0.03,0.01,65.6,67.2,True
BAJAJHLDNG,2017-03-01,2017-03-29,0.04,0.01,66.0,67.2,True
BAJAJHLDNG,2017-03-02,2017-03-30,1.6,0.32,70.4,71.0,True
BAJAJHLDNG,2017-03-17,2017-04-17,0.66,0.14,67.8,66.3,True
BAJAJHLDNG,2017-03-29,2017-04-27,2.76,0.59,68.8,67.2,True
BAJAJHLDNG,2017-04-03,2017-05-03,-4.82,-0.76,69.5,75.7,True
BAJAJHLDNG,2017-04-26,2017-05-02,-5.08,-1.06,65.6,68.2,True
BAJAJHLDNG,2017-05-12,2017-05-24,-6.38,-1.05,62.3,71.0,True
BAJAJHLDNG,2017-05-15,2017-05-23,-6.22,-1.05,66.6,74.7,True
BAJAJHLDNG,2017-05-16,2017-05-23,-7.0,-1.04,62.8,72.8,True
BAJAJHLDNG,2017-06-23,2017-07-10,-5.33,-1.06,61.5,68.2,True
BAJAJHLDNG,2017-07-06,2017-07-10,-4.93,-1.06,58.9,65.4,True
BAJAJHLDNG,2017-07-13,2017-08-09,16.57,0.83,56.5,59.8,True
BAJAJHLDNG,2017-07-14,2017-08-10,14.12,0.65,59.0,69.1,True
BAJAJHLDNG,2017-07-17,2017-08-11,11.82,0.54,61.1,71.0,True
BAJAJHLDNG,2017-09-19,2017-09-25,-7.36,-1.04,85.7,82.3,True
BAJAJHLDNG,2017-09-20,2017-09-22,-7.42,-1.04,79.5,81.4,True
BAJAJHLDNG,2017-09-29,2017-10-30,3.62,0.34,78.8,90.7,True
BAJAJHLDNG,2017-10-05,2017-11-02,0.03,0.0,72.2,86.0,True
BAJAJHLDNG,2017-10-27,2017-11-23,-4.16,-0.48,77.5,68.5,True
BAJAJHLDNG,2017-12-11,2017-12-14,-5.67,-1.06,72.8,66.0,True
BAJAJHLDNG,2017-12-19,2018-01-16,-6.01,-1.05,68.6,66.9,True
BAJAJHLDNG,2017-12-20,2018-01-16,-6.64,-1.05,76.2,68.8,True
BAJAJHLDNG,2018-05-23,2018-06-19,8.73,0.84,55.8,74.0,True
BAJAJHLDNG,2018-06-11,2018-06-21,11.32,1.95,57.0,81.2,True
BAJAJHLDNG,2018-06-13,2018-07-10,3.74,0.47,56.3,80.3,True
BAJAJHLDNG,2018-07-10,2018-08-06,-2.39,-0.31,67.0,82.9,True
BAJAJHLDNG,2018-07-23,2018-08-20,-2.01,-0.31,72.3,82.2,True
BAJAJHLDNG,2018-07-30,2018-08-28,-0.33,-0.05,67.4,73.4,True
BAJAJHLDNG,2018-08-06,2018-09-04,1.33,0.23,62.0,70.7,True
BAJAJHLDNG,2018-08-30,2018-09-21,-5.95,-1.05,59.8,51.3,True
BAJAJHLDNG,2018-09-10,2018-09-21,-5.94,-1.05,57.2,52.6,True
BAJAJHLDNG,2018-09-17,2018-09-21,-5.69,-1.06,57.9,56.9,True
BAJAJHLDNG,2018-09-24,2018-10-23,-14.26,-0.69,64.8,64.8,True
BAJAJHLDNG,2019-01-04,2019-01-31,-4.49,-0.81,59.4,63.8,False
BAJAJHLDNG,2019-02-05,2019-03-05,5.8,0.91,65.1,73.0,True
BAJAJHLDNG,2019-02-08,2019-03-08,5.41,0.58,62.4,73.8,True
BAJAJHLDNG,2019-03-29,2019-04-30,-11.17,-1.03,71.8,90.6,True
BAJAJHLDNG,2019-05-20,2019-06-17,8.31,0.85,71.7,83.2,True
BAJAJHLDNG,2019-05-21,2019-06-18,7.06,0.88,69.3,81.5,True
BAJAJHLDNG,2019-06-24,2019-07-19,-3.16,-0.52,78.1,79.0,True
BAJAJHLDNG,2019-07-02,2019-07-19,-5.82,-1.05,70.0,71.0,True
BAJAJHLDNG,2019-07-03,2019-07-08,-5.85,-1.05,69.3,69.3,True
BAJAJHLDNG,2019-07-31,2019-08-16,-8.51,-1.04,75.3,79.2,False
BAJAJHLDNG,2019-09-24,2019-10-24,0.03,0.0,60.3,72.8,True
BAJAJHLDNG,2019-09-25,2019-10-25,0.38,0.02,58.8,75.3,True
BAJAJHLDNG,2020-02-03,2020-03-02,-2.16,-0.27,57.6,67.1,True
BAJAJHLDNG,2020-02-04,2020-03-03,-6.05,-0.58,55.6,65.5,True
BAJAJHLDNG,2020-02-05,2020-03-04,-11.94,-1.03,56.5,68.7,True
BAJAJHLDNG,2020-02-06,2020-03-04,-14.44,-1.02,60.9,73.6,True
BAJAJHLDNG,2021-01-13,2021-02-08,10.79,1.95,64.1,22.7,True
BAJAJHLDNG,2021-01-20,2021-02-15,10.47,1.94,61.2,21.9,True
BAJAJHLDNG,2021-01-25,2021-02-22,8.17,1.19,63.6,24.3,True
BAJAJHLDNG,2021-02-02,2021-02-25,10.64,1.95,59.2,25.2,True
BAJAJHLDNG,2021-02-05,2021-03-04,5.55,0.76,59.1,19.5,True
BAJAJHLDNG,2021-02-08,2021-03-05,3.85,0.41,51.8,16.2,True
BAJAJHLDNG,2021-03-10,2021-03-17,-5.61,-1.06,61.4,17.0,True
BAJAJHLDNG,2021-04-30,2021-05-28,-0.55,-0.07,65.7,58.0,True
BAJAJHLDNG,2021-05-10,2021-06-07,-0.16,-0.02,62.4,58.8,True
BAJAJHLDNG,2021-05-18,2021-06-14,-1.97,-0.31,62.8,61.2,True
BAJAJHLDNG,2021-05-19,2021-06-15,-3.09,-0.5,66.8,62.0,True
BAJAJHLDNG,2021-05-20,2021-06-16,-3.31,-0.49,66.1,58.8,True
BAJAJHLDNG,2021-06-23,2021-07-06,8.51,1.93,61.9,30.6,True
BAJAJHLDNG,2021-06-24,2021-07-22,4.1,0.66,60.3,26.6,True
BAJAJHLDNG,2021-07-28,2021-08-25,5.41,0.93,57.7,39.4,True
BAJAJHLDNG,2021-07-30,2021-08-27,3.94,0.58,57.0,39.4,True
BAJAJHLDNG,2021-08-09,2021-09-06,9.3,1.76,64.4,41.0,True
BAJAJHLDNG,2021-08-13,2021-09-13,5.91,1.15,61.9,42.7,True
BAJAJHLDNG,2021-08-16,2021-09-14,2.18,0.28,64.3,44.3,True
BAJAJHLDNG,2021-10-20,2021-11-17,1.52,0.23,74.0,64.2,True
BAJAJHLDNG,2021-10-28,2021-11-26,3.89,0.57,74.5,68.1,True
BAJAJHLDNG,2021-11-01,2021-11-30,1.99,0.28,79.8,72.9,True
BAJAJHLDNG,2021-11-04,2021-12-03,7.83,1.14,72.4,70.5,True
BAJAJHLDNG,2021-11-09,2021-12-07,5.58,0.86,72.6,67.3,True
BAJAJHLDNG,2021-11-24,2021-12-21,0.09,0.01,71.0,64.9,True
BAJAJHLDNG,2021-11-29,2021-12-24,1.45,0.22,79.3,71.3,True
BAJAJHLDNG,2021-12-02,2021-12-29,-2.77,-0.33,73.4,63.4,True
BAJAJHLDNG,2021-12-03,2021-12-30,-5.78,-0.62,73.0,65.7,True
BAJAJHLDNG,2021-12-06,2021-12-31,-6.36,-0.55,74.2,73.7,True
BAJAJHLDNG,2022-01-03,2022-01-31,-5.12,-0.54,71.6,76.0,True
BAJAJHLDNG,2022-01-13,2022-02-10,-2.91,-0.43,71.1,76.8,True
BAJAJHLDNG,2022-01-14,2022-01-24,-6.81,-1.05,71.0,77.6,True
BAJAJHLDNG,2022-01-17,2022-01-24,-6.62,-1.05,71.8,79.2,True
BAJAJHLDNG,2022-01-18,2022-01-24,-7.09,-1.04,71.7,76.8,True
BAJAJHLDNG,2022-02-17,2022-03-04,-6.61,-1.05,77.7,74.6,True
BAJAJHLDNG,2022-02-18,2022-03-04,-5.87,-1.05,69.9,75.4,True
BAJAJHLDNG,2022-04-04,2022-04-05,21.09,1.97,66.1,78.6,True
BAJAJHLDNG,2022-04-05,2022-05-05,-12.27,-0.63,65.1,84.1,True
BAJAJHLDNG,2022-09-01,2022-09-08,10.92,1.95,61.0,72.7,True
BAJAJHLDNG,2022-09-02,2022-09-14,17.85,1.97,64.9,74.2,True
BAJAJHLDNG,2022-10-10,2022-11-07,0.52,0.06,77.3,85.9,True
BAJAJHLDNG,2022-10-19,2022-11-17,-0.97,-0.14,80.2,87.4,True
BAJAJHLDNG,2022-10-28,2022-11-25,-1.1,-0.17,80.1,83.5,True
BAJAJHLDNG,2022-11-02,2022-11-29,-6.27,-1.05,78.1,82.8,True
BAJAJHLDNG,2022-11-04,2022-11-25,-5.89,-1.05,84.8,82.0,True
BAJAJHLDNG,2023-02-02,2023-03-01,4.29,0.61,64.3,76.3,True
BAJAJHLDNG,2023-02-21,2023-03-21,-5.18,-1.06,62.3,71.8,True
BAJAJHLDNG,2023-02-27,2023-03-27,-0.96,-0.21,62.0,68.8,True
BAJAJHLDNG,2023-03-01,2023-03-13,-7.02,-1.04,67.4,74.1,False
BAJAJHLDNG,2023-03-08,2023-03-13,-6.02,-1.05,65.1,71.0,True
BAJAJHLDNG,2023-04-18,2023-04-28,11.0,1.95,48.4,43.1,True
BAJAJHLDNG,2023-04-19,2023-05-17,4.16,0.55,53.7,50.6,True
BAJAJHLDNG,2023-04-21,2023-05-19,-1.02,-0.12,53.6,65.7,True
BAJAJHLDNG,2023-05-25,2023-06-21,1.18,0.12,72.2,78.8,True
BAJAJHLDNG,2023-05-29,2023-06-23,-3.19,-0.27,70.9,80.2,True
BAJAJHLDNG,2023-05-30,2023-06-26,-5.82,-0.51,68.8,80.2,True
BAJAJHLDNG,2023-06-14,2023-07-12,2.47,0.41,63.1,70.5,True
BAJAJHLDNG,2023-06-15,2023-07-13,5.56,0.95,63.2,71.2,True
BAJAJHLDNG,2023-06-27,2023-07-25,5.73,1.11,66.7,72.8,True
BAJAJHLDNG,2023-07-05,2023-08-01,4.81,0.96,70.7,71.2,True
BAJAJHLDNG,2023-08-29,2023-09-26,-0.35,-0.07,68.2,65.2,True
BAJAJHLDNG,2023-08-30,2023-09-27,-0.29,-0.05,67.7,67.5,True
BAJAJHLDNG,2023-08-31,2023-09-13,-5.36,-1.06,66.4,67.5,True
BAJAJHLDNG,2023-09-01,2023-09-12,-5.49,-1.06,74.9,68.2,True
BAJAJHLDNG,2023-09-22,2023-10-03,-5.72,-1.06,51.3,18.0,True
BAJAJHLDNG,2023-11-08,2023-12-04,11.36,1.95,41.8,23.2,True
BAJAJHLDNG,2023-11-09,2023-12-04,10.43,1.94,39.3,24.0,True
BAJAJHLDNG,2023-12-26,2024-01-20,7.26,1.15,55.8,44.2,True
BAJAJHLDNG,2023-12-27,2024-01-23,6.04,0.99,56.8,46.5,True
BAJAJHLDNG,2024-01-04,2024-02-01,4.37,0.67,62.7,46.5,True
BAJAJHLDNG,2024-01-20,2024-02-19,4.51,0.6,62.8,52.5,True
BAJAJHLDNG,2024-01-30,2024-02-26,5.88,0.94,60.6,50.2,True
BAJAJHLDNG,2024-02-01,2024-02-28,2.67,0.44,60.8,50.2,True
BAJAJHLDNG,2024-02-27,2024-03-13,-5.61,-1.06,61.7,44.2,True
BAJAJHLDNG,2024-03-01,2024-03-13,-7.52,-1.04,63.6,45.0,True
BAJAJHLDNG,2024-06-10,2024-07-08,15.26,1.54,43.4,17.9,True
BAJAJHLDNG,2024-06-11,2024-07-09,16.66,1.72,39.7,19.4,True
BAJAJHLDNG,2024-07-30,2024-08-05,-6.86,-1.05,53.4,24.4,True
BAJAJHLDNG,2024-08-19,2024-09-03,12.13,1.95,52.8,27.3,True
BAJAJHLDNG,2024-08-20,2024-09-03,11.67,1.95,51.4,27.3,True
BAJAJHLDNG,2024-08-21,2024-09-04,13.87,1.96,52.8,31.0,True
BAJAJHLDNG,2024-08-23,2024-09-04,10.97,1.95,53.1,28.8,True
BAJAJHLDNG,2024-09-19,2024-10-07,-6.43,-1.05,68.3,50.6,True
BAJAJHLDNG,2024-09-23,2024-10-04,-8.74,-1.04,63.5,55.7,True
BAJAJHLDNG,2024-09-27,2024-10-18,-6.92,-1.05,62.2,45.5,True
BAJAJHLDNG,2024-10-11,2024-10-18,-7.23,-1.04,64.3,55.7,True
BAJAJHLDNG,2024-10-14,2024-10-18,-7.63,-1.04,62.9,54.3,True
BAJAJHLDNG,2024-11-05,2024-12-04,0.01,0.0,68.5,56.5,True
BAJAJHLDNG,2024-11-12,2024-11-29,-6.76,-1.05,66.2,61.6,True
BAJAJHLDNG,2024-11-18,2024-12-16,2.81,0.39,67.5,63.8,False
BAJAJHLDNG,2024-12-04,2024-12-30,14.01,1.96,64.3,57.2,True
BAJAJHLDNG,2024-12-06,2024-12-30,13.6,1.96,62.0,58.7,True
BAJAJHLDNG,2024-12-10,2024-12-30,16.18,1.96,64.7,55.0,True
BAJAJHLDNG,2024-12-30,2024-12-30,14.92,1.96,64.9,66.7,False
BAJAJHLDNG,2024-12-31,2025-01-13,-15.24,-1.02,66.4,81.4,False
BAJAJHLDNG,2025-01-23,2025-02-18,6.95,0.76,72.7,79.9,False
BAJAJHLDNG,2025-01-30,2025-02-25,3.59,0.45,66.0,80.7,False
BAJAJHLDNG,2025-02-04,2025-03-04,-7.36,-0.7,65.1,83.6,False
BAJAJHLDNG,2025-02-11,2025-03-11,0.46,0.05,66.3,79.9,False
BAJAJHLDNG,2025-02-13,2025-03-13,-1.12,-0.12,66.6,84.3,False
BAJAJHLDNG,2025-02-14,2025-03-17,-5.73,-0.62,66.2,85.1,False
BAJAJHLDNG,2025-03-21,2025-04-07,-9.16,-1.03,65.3,86.5,False
BAJAJHLDNG,2025-03-24,2025-04-07,-10.03,-1.03,69.7,86.5,False
BAJAJHLDNG,2025-03-25,2025-04-04,-9.66,-1.03,63.7,87.3,False
BAJAJHLDNG,2025-04-16,2025-05-15,1.74,0.13,67.4,92.4,False
BAJAJHLDNG,2025-04-21,2025-05-19,9.01,0.67,67.7,92.4,False
BAJAJHLDNG,2025-04-22,2025-05-20,13.99,1.33,64.9,91.7,True
BAJAJHLDNG,2025-04-23,2025-05-09,-9.41,-1.03,65.3,92.4,True
BAJAJHLDNG,2025-05-13,2025-05-19,17.94,1.97,68.0,91.0,True
BAJAJHLDNG,2025-05-16,2025-06-12,14.43,1.14,71.9,89.5,True
BAJAJHLDNG,2025-05-19,2025-06-13,6.44,0.48,69.8,89.5,True
BAJAJHLDNG,2025-05-20,2025-06-16,0.12,0.01,67.2,91.0,True
BAJAJHLDNG,2025-06-25,2025-07-22,1.59,0.22,79.2,94.6,True
BAJAJHLDNG,2025-06-30,2025-07-25,0.77,0.11,79.6,93.2,True
BAJAJHLDNG,2025-07-15,2025-08-11,-3.06,-0.48,81.3,93.2,True
BAJAJHLDNG,2025-08-18,2025-08-25,-6.69,-1.05,75.3,94.6,True
BAJAJHLDNG,2025-08-19,2025-08-20,-8.67,-1.04,78.5,94.6,True
BAJAJHLDNG,2025-09-18,2025-09-25,-6.01,-1.05,66.9,85.9,True
BAJAJHLDNG,2025-10-24,2025-11-03,-7.97,-1.04,61.1,83.7,True
BAJAJHLDNG,2025-11-07,2025-11-18,-8.69,-1.04,62.9,80.3,True
BAJAJ_AUTO,2009-06-30,2009-07-27,14.64,1.17,79.2,99.0,True
BAJAJ_AUTO,2009-07-13,2009-07-30,25.32,1.98,82.2,97.9,True
BAJAJ_AUTO,2009-07-15,2009-08-03,24.92,1.98,80.9,99.0,True
BAJAJ_AUTO,2009-07-16,2009-08-12,-3.79,-0.27,76.8,99.0,True
BAJAJ_AUTO,2009-07-17,2009-08-13,-4.96,-0.3,77.5,99.0,True
BAJAJ_AUTO,2009-08-31,2009-09-29,7.67,0.55,77.0,94.7,True
BAJAJ_AUTO,2009-09-02,2009-09-22,22.97,1.97,77.8,94.7,True
BAJAJ_AUTO,2009-10-01,2009-11-03,-2.09,-0.14,77.8,96.8,True
BAJAJ_AUTO,2009-10-05,2009-11-04,-4.33,-0.3,77.1,94.7,True
BAJAJ_AUTO,2009-11-17,2009-12-14,16.77,1.96,82.2,84.1,True
BAJAJ_AUTO,2010-01-04,2010-02-01,-1.28,-0.17,89.5,92.6,True
BAJAJ_AUTO,2010-01-19,2010-02-05,-6.88,-1.05,86.6,90.4,True
BAJAJ_AUTO,2010-01-20,2010-01-27,-7.26,-1.04,87.0,91.5,True
BAJAJ_AUTO,2010-01-21,2010-01-27,-7.32,-1.04,84.8,90.5,True
BAJAJ_AUTO,2010-02-01,2010-03-02,4.28,0.54,81.9,88.4,True
BAJAJ_AUTO,2010-02-11,2010-03-12,2.22,0.23,83.8,87.3,True
BAJAJ_AUTO,2010-03-02,2010-03-30,8.57,1.08,81.0,91.5,True
BAJAJ_AUTO,2010-03-03,2010-03-31,7.27,0.81,80.4,89.4,True
BAJAJ_AUTO,2010-03-04,2010-04-01,6.35,0.62,81.1,90.5,True
BAJAJ_AUTO,2010-03-05,2010-04-05,5.6,0.51,79.6,90.5,True
BAJAJ_AUTO,2010-03-22,2010-04-05,11.58,1.95,81.4,82.0,True
BAJAJ_AUTO,2010-03-26,2010-04-05,10.57,1.94,86.7,79.8,True
BAJAJ_AUTO,2010-04-21,2010-05-18,3.52,0.59,84.3,86.2,True
BAJAJ_AUTO,2010-04-30,2010-05-27,-1.07,-0.18,88.4,85.3,True
BAJAJ_AUTO,2010-05-11,2010-06-07,1.39,0.22,86.6,89.5,True
BAJAJ_AUTO,2010-05-14,2010-05-25,-9.31,-1.03,86.2,91.6,True
BAJAJ_AUTO,2010-05-28,2010-06-24,8.21,1.08,82.9,90.6,True
BAJAJ_AUTO,2010-05-31,2010-06-25,12.36,1.46,82.1,92.7,True
BAJAJ_AUTO,2010-06-01,2010-06-28,8.7,0.86,79.3,91.6,True
BAJAJ_AUTO,2010-06-11,2010-07-08,4.72,0.6,79.2,85.3,True
BAJAJ_AUTO,2010-06-14,2010-07-09,4.91,0.62,77.3,84.3,True
BAJAJ_AUTO,2010-07-15,2010-07-28,10.58,1.94,94.2,91.6,True
BAJAJ_AUTO,2010-07-23,2010-08-19,6.97,1.22,90.5,86.4,True
BAJAJ_AUTO,2010-07-27,2010-08-23,10.42,1.74,82.4,83.2,True
BAJAJ_AUTO,2010-07-28,2010-08-24,4.21,0.41,80.9,87.4,True
BAJAJ_AUTO,2010-07-29,2010-08-25,4.75,0.43,80.5,88.5,True
BAJAJ_AUTO,2010-08-16,2010-09-06,11.05,1.95,85.4,87.4,True
BAJAJ_AUTO,2010-08-20,2010-09-07,10.94,1.95,89.0,92.7,True
BAJAJ_AUTO,2010-09-06,2010-10-04,7.47,0.93,87.1,94.8,True
BAJAJ_AUTO,2010-09-07,2010-10-05,0.67,0.05,83.6,94.8,True
BAJAJ_AUTO,2010-09-28,2010-10-06,10.64,1.95,91.7,91.7,True
BAJAJ_AUTO,2010-09-30,2010-10-27,-0.37,-0.07,86.8,89.6,True
BAJAJ_AUTO,2010-10-04,2010-10-29,-4.34,-0.54,86.5,90.7,True
BAJAJ_AUTO,2010-10-07,2010-11-03,-3.05,-0.3,81.3,91.7,True
BAJAJ_AUTO,2010-11-02,2010-11-30,4.02,0.72,89.9,89.7,True
BAJAJ_AUTO,2010-11-03,2010-12-01,0.73,0.12,89.3,92.8,True
BAJAJ_AUTO,2010-11-04,2010-12-02,-0.11,-0.01,86.1,92.8,True
BAJAJ_AUTO,2010-11-05,2010-12-03,-3.15,-0.35,80.9,90.8,True
BAJAJ_AUTO,2010-11-23,2010-12-10,-6.4,-1.05,82.7,92.8,True
BAJAJ_AUTO,2010-11-24,2010-12-10,-8.63,-1.04,86.2,93.8,True
BAJAJ_AUTO,2010-12-06,2010-12-10,-6.93,-1.05,86.3,91.8,True
BAJAJ_AUTO,2011-01-03,2011-01-04,-8.11,-1.04,80.3,92.8,True
BAJAJ_AUTO,2011-03-07,2011-04-01,7.74,0.78,57.4,86.9,False
BAJAJ_AUTO,2011-03-09,2011-04-05,3.97,0.41,56.7,90.9,False
BAJAJ_AUTO,2011-03-29,2011-04-28,5.17,0.86,61.0,85.9,False
BAJAJ_AUTO,2011-04-01,2011-05-03,-3.81,-0.41,63.1,82.8,True
BAJAJ_AUTO,2011-04-18,2011-05-04,-6.01,-1.05,61.0,82.0,True
BAJAJ_AUTO,2011-04-19,2011-05-04,-5.98,-1.05,63.5,82.0,True
BAJAJ_AUTO,2011-04-21,2011-05-04,-8.82,-1.04,60.0,82.0,True
BAJAJ_AUTO,2011-10-12,2011-11-11,7.9,1.04,69.9,75.2,False
BAJAJ_AUTO,2011-10-17,2011-11-16,4.37,0.43,66.0,82.2,False
BAJAJ_AUTO,2011-10-18,2011-11-17,5.2,0.77,65.5,82.2,False
BAJAJ_AUTO,2011-10-25,2011-11-24,-6.35,-0.66,68.1,86.1,False
BAJAJ_AUTO,2011-10-26,2011-11-25,-6.3,-0.52,66.6,90.1,False
BAJAJ_AUTO,2011-12-02,2011-12-21,-7.65,-1.04,69.9,74.5,False
BAJAJ_AUTO,2012-03-01,2012-03-06,-7.86,-1.04,72.4,89.2,True
BAJAJ_AUTO,2012-03-13,2012-03-23,-7.95,-1.04,71.6,85.3,True
BAJAJ_AUTO,2012-04-19,2012-04-26,-6.48,-1.05,63.7,73.5,True
BAJAJ_AUTO,2012-10-30,2012-11-27,0.69,0.16,57.7,50.9,True
BAJAJ_AUTO,2012-11-02,2012-12-03,3.93,0.63,53.0,40.4,True
BAJAJ_AUTO,2012-11-29,2012-12-12,8.23,1.93,60.8,44.2,True
BAJAJ_AUTO,2012-11-30,2012-12-28,8.98,1.17,60.3,45.2,True
BAJAJ_AUTO,2012-12-05,2013-01-02,8.98,1.23,56.6,49.0,True
BAJAJ_AUTO,2013-02-06,2013-02-15,-5.76,-1.05,72.5,66.3,True
BAJAJ_AUTO,2013-04-29,2013-05-27,-5.34,-0.61,44.0,57.7,True
BAJAJ_AUTO,2013-05-21,2013-05-27,-6.58,-1.05,50.6,48.1,True
BAJAJ_AUTO,2013-07-01,2013-07-26,3.79,0.39,51.9,67.3,True
BAJAJ_AUTO,2013-07-16,2013-08-07,-6.37,-1.05,52.9,71.1,True
BAJAJ_AUTO,2013-07-22,2013-08-06,-6.56,-1.05,61.1,74.0,True
BAJAJ_AUTO,2013-07-23,2013-08-06,-7.86,-1.04,56.2,75.9,True
BAJAJ_AUTO,2014-01-23,2014-02-03,-4.3,-1.07,47.5,45.7,True
BAJAJ_AUTO,2014-01-29,2014-02-03,-4.41,-1.07,51.3,52.4,True
BAJAJ_AUTO,2014-02-10,2014-03-10,1.15,0.15,49.2,46.6,True
BAJAJ_AUTO,2014-02-28,2014-03-28,7.75,1.23,50.0,47.6,True
BAJAJ_AUTO,2014-03-03,2014-03-31,6.22,1.02,48.0,45.7,True
BAJAJ_AUTO,2014-03-07,2014-04-04,4.28,0.85,42.6,39.0,True
BAJAJ_AUTO,2014-05-15,2014-05-20,-9.38,-1.03,40.6,31.4,True
BAJAJ_AUTO,2014-05-23,2014-06-19,7.47,0.85,39.9,23.8,True
BAJAJ_AUTO,2014-06-05,2014-06-25,12.33,1.95,39.4,23.8,True
BAJAJ_AUTO,2014-06-09,2014-07-01,13.98,1.96,39.1,20.9,True
BAJAJ_AUTO,2014-08-06,2014-09-04,1.87,0.28,43.4,12.4,True
BAJAJ_AUTO,2014-10-10,2014-10-31,10.16,1.94,52.3,18.1,True
BAJAJ_AUTO,2014-10-16,2014-10-31,10.36,1.94,56.8,18.1,True
BAJAJ_AUTO,2014-10-21,2014-11-19,10.44,1.94,49.5,15.2,True
BAJAJ_AUTO,2014-10-23,2014-11-24,6.14,0.92,51.5,15.2,True
BAJAJ_AUTO,2014-10-27,2014-11-25,5.01,0.65,43.9,18.1,True
BAJAJ_AUTO,2014-11-28,2014-12-12,-4.79,-1.07,63.1,24.8,True
BAJAJ_AUTO,2015-06-16,2015-07-13,6.18,0.86,48.8,51.4,False
BAJAJ_AUTO,2015-06-17,2015-07-14,4.08,0.42,46.9,51.4,False
BAJAJ_AUTO,2015-07-16,2015-08-12,-0.5,-0.1,57.2,44.7,True
BAJAJ_AUTO,2015-07-17,2015-08-13,-5.36,-1.06,55.9,45.2,True
BAJAJ_AUTO,2015-07-23,2015-07-27,-6.37,-1.05,61.0,52.4,True
BAJAJ_AUTO,2015-08-06,2015-08-13,-5.66,-1.06,61.7,54.3,True
BAJAJ_AUTO,2015-08-17,2015-08-21,-6.65,-1.05,57.5,51.4,True
BAJAJ_AUTO,2015-11-23,2015-12-21,0.02,0.0,56.3,40.9,False
